product,price,quantity,date,region
periwinkle morsel,$1.25 ,502,2/25/2018,south
periwinkle morsel,$1.25 ,518,2/25/2018,east
periwinkle morsel,$1.25 ,573,2/25/2018,west
vermilion morsel,$4.99 ,591,2/25/2018,north
vermilion morsel,$4.99 ,541,2/25/2018,south
vermilion morsel,$4.99 ,537,2/25/2018,east
vermilion morsel,$4.99 ,586,2/25/2018,west
lapis morsel,$1.99 ,508,2/25/2018,north
lapis morsel,$1.99 ,550,2/25/2018,south
lapis morsel,$1.99 ,575,2/25/2018,east
lapis morsel,$1.99 ,542,2/25/2018,west
pink morsel,$3.00 ,562,2/26/2018,north
pink morsel,$3.00 ,511,2/26/2018,south
pink morsel,$3.00 ,508,2/26/2018,east
pink morsel,$3.00 ,510,2/26/2018,west
gold morsel,$9.99 ,513,2/26/2018,north
gold morsel,$9.99 ,587,2/26/2018,south
gold morsel,$9.99 ,585,2/26/2018,east
gold morsel,$9.99 ,542,2/26/2018,west
magenta morsel,$2.50 ,511,2/26/2018,north
magenta morsel,$2.50 ,547,2/26/2018,south
magenta morsel,$2.50 ,547,2/26/2018,east
magenta morsel,$2.50 ,541,2/26/2018,west
chartreuse morsel,$3.00 ,569,2/26/2018,north
chartreuse morsel,$3.00 ,504,2/26/2018,south
chartreuse morsel,$3.00 ,586,2/26/2018,east
chartreuse morsel,$3.00 ,582,2/26/2018,west
periwinkle morsel,$1.25 ,578,2/26/2018,north
periwinkle morsel,$1.25 ,510,2/26/2018,south
periwinkle morsel,$1.25 ,530,2/26/2018,east
periwinkle morsel,$1.25 ,564,2/26/2018,west
vermilion morsel,$4.99 ,548,2/26/2018,north
vermilion morsel,$4.99 ,589,2/26/2018,south
vermilion morsel,$4.99 ,594,2/26/2018,east
vermilion morsel,$4.99 ,529,2/26/2018,west
lapis morsel,$1.99 ,533,2/26/2018,north
lapis morsel,$1.99 ,549,2/26/2018,south
lapis morsel,$1.99 ,596,2/26/2018,east
lapis morsel,$1.99 ,514,2/26/2018,west
pink morsel,$3.00 ,555,2/27/2018,north
pink morsel,$3.00 ,565,2/27/2018,south
pink morsel,$3.00 ,526,2/27/2018,east
pink morsel,$3.00 ,540,2/27/2018,west
gold morsel,$9.99 ,563,2/27/2018,north
gold morsel,$9.99 ,541,2/27/2018,south
gold morsel,$9.99 ,505,2/27/2018,east
gold morsel,$9.99 ,564,2/27/2018,west
magenta morsel,$2.50 ,516,2/27/2018,north
magenta morsel,$2.50 ,515,2/27/2018,south
magenta morsel,$2.50 ,592,2/27/2018,east
magenta morsel,$2.50 ,554,2/27/2018,west
chartreuse morsel,$3.00 ,516,2/27/2018,north
chartreuse morsel,$3.00 ,600,2/27/2018,south
chartreuse morsel,$3.00 ,534,2/27/2018,east
chartreuse morsel,$3.00 ,510,2/27/2018,west
periwinkle morsel,$1.25 ,574,2/27/2018,north
periwinkle morsel,$1.25 ,520,2/27/2018,south
periwinkle morsel,$1.25 ,591,2/27/2018,east
periwinkle morsel,$1.25 ,519,2/27/2018,west
vermilion morsel,$4.99 ,517,2/27/2018,north
vermilion morsel,$4.99 ,516,2/27/2018,south
vermilion morsel,$4.99 ,599,2/27/2018,east
vermilion morsel,$4.99 ,582,2/27/2018,west
lapis morsel,$1.99 ,537,2/27/2018,north
lapis morsel,$1.99 ,588,2/27/2018,south
lapis morsel,$1.99 ,598,2/27/2018,east
lapis morsel,$1.99 ,579,2/27/2018,west
pink morsel,$3.00 ,589,2/28/2018,north
pink morsel,$3.00 ,531,2/28/2018,south
pink morsel,$3.00 ,581,2/28/2018,east
pink morsel,$3.00 ,519,2/28/2018,west
gold morsel,$9.99 ,534,2/28/2018,north
gold morsel,$9.99 ,538,2/28/2018,south
gold morsel,$9.99 ,545,2/28/2018,east
gold morsel,$9.99 ,583,2/28/2018,west
magenta morsel,$2.50 ,563,2/28/2018,north
magenta morsel,$2.50 ,562,2/28/2018,south
magenta morsel,$2.50 ,528,2/28/2018,east
magenta morsel,$2.50 ,585,2/28/2018,west
chartreuse morsel,$3.00 ,582,2/28/2018,north
chartreuse morsel,$3.00 ,582,2/28/2018,south
chartreuse morsel,$3.00 ,530,2/28/2018,east
chartreuse morsel,$3.00 ,513,2/28/2018,west
periwinkle morsel,$1.25 ,572,2/28/2018,north
periwinkle morsel,$1.25 ,514,2/28/2018,south
periwinkle morsel,$1.25 ,584,2/28/2018,east
periwinkle morsel,$1.25 ,553,2/28/2018,west
vermilion morsel,$4.99 ,597,2/28/2018,north
vermilion morsel,$4.99 ,525,2/28/2018,south
vermilion morsel,$4.99 ,560,2/28/2018,east
vermilion morsel,$4.99 ,586,2/28/2018,west
lapis morsel,$1.99 ,513,2/28/2018,north
lapis morsel,$1.99 ,537,2/28/2018,south
lapis morsel,$1.99 ,516,2/28/2018,east
lapis morsel,$1.99 ,523,2/28/2018,west
pink morsel,$3.00 ,556,3/1/2018,north
pink morsel,$3.00 ,594,3/1/2018,south
pink morsel,$3.00 ,509,3/1/2018,east
pink morsel,$3.00 ,556,3/1/2018,west
gold morsel,$9.99 ,562,3/1/2018,north
gold morsel,$9.99 ,579,3/1/2018,south
gold morsel,$9.99 ,520,3/1/2018,east
gold morsel,$9.99 ,571,3/1/2018,west
magenta morsel,$2.50 ,528,3/1/2018,north
magenta morsel,$2.50 ,589,3/1/2018,south
magenta morsel,$2.50 ,518,3/1/2018,east
magenta morsel,$2.50 ,535,3/1/2018,west
chartreuse morsel,$3.00 ,527,3/1/2018,north
chartreuse morsel,$3.00 ,535,3/1/2018,south
chartreuse morsel,$3.00 ,521,3/1/2018,east
chartreuse morsel,$3.00 ,503,3/1/2018,west
periwinkle morsel,$1.25 ,581,3/1/2018,north
periwinkle morsel,$1.25 ,515,3/1/2018,south
periwinkle morsel,$1.25 ,600,3/1/2018,east
periwinkle morsel,$1.25 ,589,3/1/2018,west
vermilion morsel,$4.99 ,552,3/1/2018,north
vermilion morsel,$4.99 ,508,3/1/2018,south
vermilion morsel,$4.99 ,566,3/1/2018,east
vermilion morsel,$4.99 ,575,3/1/2018,west
lapis morsel,$1.99 ,537,3/1/2018,north
lapis morsel,$1.99 ,574,3/1/2018,south
lapis morsel,$1.99 ,593,3/1/2018,east
lapis morsel,$1.99 ,513,3/1/2018,west
pink morsel,$3.00 ,545,3/2/2018,north
pink morsel,$3.00 ,523,3/2/2018,south
pink morsel,$3.00 ,582,3/2/2018,east
pink morsel,$3.00 ,591,3/2/2018,west
gold morsel,$9.99 ,599,3/2/2018,north
gold morsel,$9.99 ,596,3/2/2018,south
gold morsel,$9.99 ,528,3/2/2018,east
gold morsel,$9.99 ,531,3/2/2018,west
magenta morsel,$2.50 ,555,3/2/2018,north
magenta morsel,$2.50 ,586,3/2/2018,south
magenta morsel,$2.50 ,568,3/2/2018,east
magenta morsel,$2.50 ,575,3/2/2018,west
chartreuse morsel,$3.00 ,553,3/2/2018,north
chartreuse morsel,$3.00 ,504,3/2/2018,south
chartreuse morsel,$3.00 ,596,3/2/2018,east
chartreuse morsel,$3.00 ,546,3/2/2018,west
periwinkle morsel,$1.25 ,593,3/2/2018,north
periwinkle morsel,$1.25 ,527,3/2/2018,south
periwinkle morsel,$1.25 ,549,3/2/2018,east
periwinkle morsel,$1.25 ,512,3/2/2018,west
vermilion morsel,$4.99 ,510,3/2/2018,north
vermilion morsel,$4.99 ,501,3/2/2018,south
vermilion morsel,$4.99 ,598,3/2/2018,east
vermilion morsel,$4.99 ,572,3/2/2018,west
lapis morsel,$1.99 ,544,3/2/2018,north
lapis morsel,$1.99 ,517,3/2/2018,south
lapis morsel,$1.99 ,547,3/2/2018,east
lapis morsel,$1.99 ,557,3/2/2018,west
pink morsel,$3.00 ,513,3/3/2018,north
pink morsel,$3.00 ,500,3/3/2018,south
pink morsel,$3.00 ,523,3/3/2018,east
pink morsel,$3.00 ,519,3/3/2018,west
gold morsel,$9.99 ,563,3/3/2018,north
gold morsel,$9.99 ,531,3/3/2018,south
gold morsel,$9.99 ,520,3/3/2018,east
gold morsel,$9.99 ,556,3/3/2018,west
magenta morsel,$2.50 ,502,3/3/2018,north
magenta morsel,$2.50 ,549,3/3/2018,south
magenta morsel,$2.50 ,576,3/3/2018,east
magenta morsel,$2.50 ,513,3/3/2018,west
chartreuse morsel,$3.00 ,583,3/3/2018,north
chartreuse morsel,$3.00 ,545,3/3/2018,south
chartreuse morsel,$3.00 ,514,3/3/2018,east
chartreuse morsel,$3.00 ,554,3/3/2018,west
periwinkle morsel,$1.25 ,551,3/3/2018,north
periwinkle morsel,$1.25 ,530,3/3/2018,south
periwinkle morsel,$1.25 ,502,3/3/2018,east
periwinkle morsel,$1.25 ,574,3/3/2018,west
vermilion morsel,$4.99 ,523,3/3/2018,north
vermilion morsel,$4.99 ,522,3/3/2018,south
vermilion morsel,$4.99 ,515,3/3/2018,east
vermilion morsel,$4.99 ,518,3/3/2018,west
lapis morsel,$1.99 ,534,3/3/2018,north
lapis morsel,$1.99 ,534,3/3/2018,south
lapis morsel,$1.99 ,500,3/3/2018,east
lapis morsel,$1.99 ,573,3/3/2018,west
pink morsel,$3.00 ,591,3/4/2018,north
pink morsel,$3.00 ,548,3/4/2018,south
pink morsel,$3.00 ,538,3/4/2018,east
pink morsel,$3.00 ,558,3/4/2018,west
gold morsel,$9.99 ,600,3/4/2018,north
gold morsel,$9.99 ,579,3/4/2018,south
gold morsel,$9.99 ,506,3/4/2018,east
gold morsel,$9.99 ,578,3/4/2018,west
magenta morsel,$2.50 ,549,3/4/2018,north
magenta morsel,$2.50 ,505,3/4/2018,south
magenta morsel,$2.50 ,570,3/4/2018,east
magenta morsel,$2.50 ,534,3/4/2018,west
chartreuse morsel,$3.00 ,533,3/4/2018,north
chartreuse morsel,$3.00 ,522,3/4/2018,south
chartreuse morsel,$3.00 ,569,3/4/2018,east
chartreuse morsel,$3.00 ,542,3/4/2018,west
periwinkle morsel,$1.25 ,548,3/4/2018,north
periwinkle morsel,$1.25 ,551,3/4/2018,south
periwinkle morsel,$1.25 ,534,3/4/2018,east
periwinkle morsel,$1.25 ,530,3/4/2018,west
vermilion morsel,$4.99 ,512,3/4/2018,north
vermilion morsel,$4.99 ,574,3/4/2018,south
vermilion morsel,$4.99 ,580,3/4/2018,east
vermilion morsel,$4.99 ,516,3/4/2018,west
lapis morsel,$1.99 ,574,3/4/2018,north
lapis morsel,$1.99 ,579,3/4/2018,south
lapis morsel,$1.99 ,564,3/4/2018,east
lapis morsel,$1.99 ,533,3/4/2018,west
pink morsel,$3.00 ,511,3/5/2018,north
pink morsel,$3.00 ,551,3/5/2018,south
pink morsel,$3.00 ,519,3/5/2018,east
pink morsel,$3.00 ,582,3/5/2018,west
gold morsel,$9.99 ,574,3/5/2018,north
gold morsel,$9.99 ,510,3/5/2018,south
gold morsel,$9.99 ,560,3/5/2018,east
gold morsel,$9.99 ,525,3/5/2018,west
magenta morsel,$2.50 ,576,3/5/2018,north
magenta morsel,$2.50 ,586,3/5/2018,south
magenta morsel,$2.50 ,596,3/5/2018,east
magenta morsel,$2.50 ,598,3/5/2018,west
chartreuse morsel,$3.00 ,574,3/5/2018,north
chartreuse morsel,$3.00 ,586,3/5/2018,south
chartreuse morsel,$3.00 ,508,3/5/2018,east
chartreuse morsel,$3.00 ,594,3/5/2018,west
periwinkle morsel,$1.25 ,587,3/5/2018,north
periwinkle morsel,$1.25 ,538,3/5/2018,south
periwinkle morsel,$1.25 ,550,3/5/2018,east
periwinkle morsel,$1.25 ,576,3/5/2018,west
vermilion morsel,$4.99 ,506,3/5/2018,north
vermilion morsel,$4.99 ,596,3/5/2018,south
vermilion morsel,$4.99 ,504,3/5/2018,east
vermilion morsel,$4.99 ,597,3/5/2018,west
lapis morsel,$1.99 ,582,3/5/2018,north
lapis morsel,$1.99 ,575,3/5/2018,south
lapis morsel,$1.99 ,544,3/5/2018,east
lapis morsel,$1.99 ,524,3/5/2018,west
pink morsel,$3.00 ,573,3/6/2018,north
pink morsel,$3.00 ,573,3/6/2018,south
pink morsel,$3.00 ,553,3/6/2018,east
pink morsel,$3.00 ,600,3/6/2018,west
gold morsel,$9.99 ,533,3/6/2018,north
gold morsel,$9.99 ,586,3/6/2018,south
gold morsel,$9.99 ,589,3/6/2018,east
gold morsel,$9.99 ,555,3/6/2018,west
magenta morsel,$2.50 ,578,3/6/2018,north
magenta morsel,$2.50 ,506,3/6/2018,south
magenta morsel,$2.50 ,565,3/6/2018,east
magenta morsel,$2.50 ,548,3/6/2018,west
chartreuse morsel,$3.00 ,537,3/6/2018,north
chartreuse morsel,$3.00 ,591,3/6/2018,south
chartreuse morsel,$3.00 ,537,3/6/2018,east
chartreuse morsel,$3.00 ,582,3/6/2018,west
periwinkle morsel,$1.25 ,505,3/6/2018,north
periwinkle morsel,$1.25 ,599,3/6/2018,south
periwinkle morsel,$1.25 ,564,3/6/2018,east
periwinkle morsel,$1.25 ,505,3/6/2018,west
vermilion morsel,$4.99 ,543,3/6/2018,north
vermilion morsel,$4.99 ,559,3/6/2018,south
vermilion morsel,$4.99 ,545,3/6/2018,east
vermilion morsel,$4.99 ,537,3/6/2018,west
lapis morsel,$1.99 ,528,3/6/2018,north
lapis morsel,$1.99 ,527,3/6/2018,south
lapis morsel,$1.99 ,555,3/6/2018,east
lapis morsel,$1.99 ,529,3/6/2018,west
pink morsel,$3.00 ,527,3/7/2018,north
pink morsel,$3.00 ,534,3/7/2018,south
pink morsel,$3.00 ,536,3/7/2018,east
pink morsel,$3.00 ,550,3/7/2018,west
gold morsel,$9.99 ,521,3/7/2018,north
gold morsel,$9.99 ,575,3/7/2018,south
gold morsel,$9.99 ,505,3/7/2018,east
gold morsel,$9.99 ,565,3/7/2018,west
magenta morsel,$2.50 ,526,3/7/2018,north
magenta morsel,$2.50 ,536,3/7/2018,south
magenta morsel,$2.50 ,584,3/7/2018,east
magenta morsel,$2.50 ,555,3/7/2018,west
chartreuse morsel,$3.00 ,597,3/7/2018,north
chartreuse morsel,$3.00 ,506,3/7/2018,south
chartreuse morsel,$3.00 ,593,3/7/2018,east
chartreuse morsel,$3.00 ,573,3/7/2018,west
periwinkle morsel,$1.25 ,590,3/7/2018,north
periwinkle morsel,$1.25 ,595,3/7/2018,south
periwinkle morsel,$1.25 ,539,3/7/2018,east
periwinkle morsel,$1.25 ,536,3/7/2018,west
vermilion morsel,$4.99 ,586,3/7/2018,north
vermilion morsel,$4.99 ,590,3/7/2018,south
vermilion morsel,$4.99 ,564,3/7/2018,east
vermilion morsel,$4.99 ,520,3/7/2018,west
lapis morsel,$1.99 ,600,3/7/2018,north
lapis morsel,$1.99 ,589,3/7/2018,south
lapis morsel,$1.99 ,565,3/7/2018,east
lapis morsel,$1.99 ,536,3/7/2018,west
pink morsel,$3.00 ,537,3/8/2018,north
pink morsel,$3.00 ,510,3/8/2018,south
pink morsel,$3.00 ,566,3/8/2018,east
pink morsel,$3.00 ,556,3/8/2018,west
gold morsel,$9.99 ,590,3/8/2018,north
gold morsel,$9.99 ,559,3/8/2018,south
gold morsel,$9.99 ,536,3/8/2018,east
gold morsel,$9.99 ,562,3/8/2018,west
magenta morsel,$2.50 ,580,3/8/2018,north
magenta morsel,$2.50 ,590,3/8/2018,south
magenta morsel,$2.50 ,510,3/8/2018,east
magenta morsel,$2.50 ,581,3/8/2018,west
chartreuse morsel,$3.00 ,530,3/8/2018,north
chartreuse morsel,$3.00 ,502,3/8/2018,south
chartreuse morsel,$3.00 ,564,3/8/2018,east
chartreuse morsel,$3.00 ,554,3/8/2018,west
periwinkle morsel,$1.25 ,594,3/8/2018,north
periwinkle morsel,$1.25 ,593,3/8/2018,south
periwinkle morsel,$1.25 ,530,3/8/2018,east
periwinkle morsel,$1.25 ,533,3/8/2018,west
vermilion morsel,$4.99 ,533,3/8/2018,north
vermilion morsel,$4.99 ,571,3/8/2018,south
vermilion morsel,$4.99 ,589,3/8/2018,east
vermilion morsel,$4.99 ,591,3/8/2018,west
lapis morsel,$1.99 ,522,3/8/2018,north
lapis morsel,$1.99 ,543,3/8/2018,south
lapis morsel,$1.99 ,517,3/8/2018,east
lapis morsel,$1.99 ,540,3/8/2018,west
pink morsel,$3.00 ,582,3/9/2018,north
pink morsel,$3.00 ,508,3/9/2018,south
pink morsel,$3.00 ,502,3/9/2018,east
pink morsel,$3.00 ,568,3/9/2018,west
gold morsel,$9.99 ,583,3/9/2018,north
gold morsel,$9.99 ,587,3/9/2018,south
gold morsel,$9.99 ,518,3/9/2018,east
gold morsel,$9.99 ,502,3/9/2018,west
magenta morsel,$2.50 ,568,3/9/2018,north
magenta morsel,$2.50 ,527,3/9/2018,south
magenta morsel,$2.50 ,502,3/9/2018,east
magenta morsel,$2.50 ,515,3/9/2018,west
chartreuse morsel,$3.00 ,510,3/9/2018,north
chartreuse morsel,$3.00 ,567,3/9/2018,south
chartreuse morsel,$3.00 ,558,3/9/2018,east
chartreuse morsel,$3.00 ,529,3/9/2018,west
periwinkle morsel,$1.25 ,501,3/9/2018,north
periwinkle morsel,$1.25 ,581,3/9/2018,south
periwinkle morsel,$1.25 ,529,3/9/2018,east
periwinkle morsel,$1.25 ,506,3/9/2018,west
vermilion morsel,$4.99 ,590,3/9/2018,north
vermilion morsel,$4.99 ,578,3/9/2018,south
vermilion morsel,$4.99 ,597,3/9/2018,east
vermilion morsel,$4.99 ,530,3/9/2018,west
lapis morsel,$1.99 ,578,3/9/2018,north
lapis morsel,$1.99 ,559,3/9/2018,south
lapis morsel,$1.99 ,577,3/9/2018,east
lapis morsel,$1.99 ,577,3/9/2018,west
pink morsel,$3.00 ,596,3/10/2018,north
pink morsel,$3.00 ,573,3/10/2018,south
pink morsel,$3.00 ,582,3/10/2018,east
pink morsel,$3.00 ,528,3/10/2018,west
gold morsel,$9.99 ,519,3/10/2018,north
gold morsel,$9.99 ,552,3/10/2018,south
gold morsel,$9.99 ,569,3/10/2018,east
gold morsel,$9.99 ,588,3/10/2018,west
magenta morsel,$2.50 ,539,3/10/2018,north
magenta morsel,$2.50 ,523,3/10/2018,south
magenta morsel,$2.50 ,510,3/10/2018,east
magenta morsel,$2.50 ,597,3/10/2018,west
chartreuse morsel,$3.00 ,537,3/10/2018,north
chartreuse morsel,$3.00 ,501,3/10/2018,south
chartreuse morsel,$3.00 ,544,3/10/2018,east
chartreuse morsel,$3.00 ,521,3/10/2018,west
periwinkle morsel,$1.25 ,510,3/10/2018,north
periwinkle morsel,$1.25 ,584,3/10/2018,south
periwinkle morsel,$1.25 ,531,3/10/2018,east
periwinkle morsel,$1.25 ,537,3/10/2018,west
vermilion morsel,$4.99 ,564,3/10/2018,north
vermilion morsel,$4.99 ,513,3/10/2018,south
vermilion morsel,$4.99 ,575,3/10/2018,east
vermilion morsel,$4.99 ,532,3/10/2018,west
lapis morsel,$1.99 ,585,3/10/2018,north
lapis morsel,$1.99 ,570,3/10/2018,south
lapis morsel,$1.99 ,511,3/10/2018,east
lapis morsel,$1.99 ,510,3/10/2018,west
pink morsel,$3.00 ,564,3/11/2018,north
pink morsel,$3.00 ,545,3/11/2018,south
pink morsel,$3.00 ,536,3/11/2018,east
pink morsel,$3.00 ,530,3/11/2018,west
gold morsel,$9.99 ,564,3/11/2018,north
gold morsel,$9.99 ,597,3/11/2018,south
gold morsel,$9.99 ,556,3/11/2018,east
gold morsel,$9.99 ,500,3/11/2018,west
magenta morsel,$2.50 ,528,3/11/2018,north
magenta morsel,$2.50 ,547,3/11/2018,south
magenta morsel,$2.50 ,579,3/11/2018,east
magenta morsel,$2.50 ,509,3/11/2018,west
chartreuse morsel,$3.00 ,533,3/11/2018,north
chartreuse morsel,$3.00 ,522,3/11/2018,south
chartreuse morsel,$3.00 ,508,3/11/2018,east
chartreuse morsel,$3.00 ,560,3/11/2018,west
periwinkle morsel,$1.25 ,583,3/11/2018,north
periwinkle morsel,$1.25 ,583,3/11/2018,south
periwinkle morsel,$1.25 ,534,3/11/2018,east
periwinkle morsel,$1.25 ,522,3/11/2018,west
vermilion morsel,$4.99 ,528,3/11/2018,north
vermilion morsel,$4.99 ,530,3/11/2018,south
vermilion morsel,$4.99 ,539,3/11/2018,east
vermilion morsel,$4.99 ,506,3/11/2018,west
lapis morsel,$1.99 ,550,3/11/2018,north
lapis morsel,$1.99 ,568,3/11/2018,south
lapis morsel,$1.99 ,565,3/11/2018,east
lapis morsel,$1.99 ,567,3/11/2018,west
pink morsel,$3.00 ,533,3/12/2018,north
pink morsel,$3.00 ,506,3/12/2018,south
pink morsel,$3.00 ,534,3/12/2018,east
pink morsel,$3.00 ,553,3/12/2018,west
gold morsel,$9.99 ,513,3/12/2018,north
gold morsel,$9.99 ,531,3/12/2018,south
gold morsel,$9.99 ,570,3/12/2018,east
gold morsel,$9.99 ,579,3/12/2018,west
magenta morsel,$2.50 ,581,3/12/2018,north
magenta morsel,$2.50 ,529,3/12/2018,south
magenta morsel,$2.50 ,575,3/12/2018,east
magenta morsel,$2.50 ,599,3/12/2018,west
chartreuse morsel,$3.00 ,504,3/12/2018,north
chartreuse morsel,$3.00 ,548,3/12/2018,south
chartreuse morsel,$3.00 ,536,3/12/2018,east
chartreuse morsel,$3.00 ,586,3/12/2018,west
periwinkle morsel,$1.25 ,563,3/12/2018,north
periwinkle morsel,$1.25 ,515,3/12/2018,south
periwinkle morsel,$1.25 ,506,3/12/2018,east
periwinkle morsel,$1.25 ,521,3/12/2018,west
vermilion morsel,$4.99 ,561,3/12/2018,north
vermilion morsel,$4.99 ,515,3/12/2018,south
vermilion morsel,$4.99 ,510,3/12/2018,east
vermilion morsel,$4.99 ,550,3/12/2018,west
lapis morsel,$1.99 ,538,3/12/2018,north
lapis morsel,$1.99 ,567,3/12/2018,south
lapis morsel,$1.99 ,545,3/12/2018,east
lapis morsel,$1.99 ,516,3/12/2018,west
pink morsel,$3.00 ,548,3/13/2018,north
pink morsel,$3.00 ,537,3/13/2018,south
pink morsel,$3.00 ,518,3/13/2018,east
pink morsel,$3.00 ,505,3/13/2018,west
gold morsel,$9.99 ,530,3/13/2018,north
gold morsel,$9.99 ,565,3/13/2018,south
gold morsel,$9.99 ,518,3/13/2018,east
gold morsel,$9.99 ,529,3/13/2018,west
magenta morsel,$2.50 ,560,3/13/2018,north
magenta morsel,$2.50 ,574,3/13/2018,south
magenta morsel,$2.50 ,555,3/13/2018,east
magenta morsel,$2.50 ,524,3/13/2018,west
chartreuse morsel,$3.00 ,509,3/13/2018,north
chartreuse morsel,$3.00 ,533,3/13/2018,south
chartreuse morsel,$3.00 ,501,3/13/2018,east
chartreuse morsel,$3.00 ,529,3/13/2018,west
periwinkle morsel,$1.25 ,569,3/13/2018,north
periwinkle morsel,$1.25 ,522,3/13/2018,south
periwinkle morsel,$1.25 ,523,3/13/2018,east
periwinkle morsel,$1.25 ,505,3/13/2018,west
vermilion morsel,$4.99 ,587,3/13/2018,north
vermilion morsel,$4.99 ,582,3/13/2018,south
vermilion morsel,$4.99 ,501,3/13/2018,east
vermilion morsel,$4.99 ,507,3/13/2018,west
lapis morsel,$1.99 ,520,3/13/2018,north
lapis morsel,$1.99 ,514,3/13/2018,south
lapis morsel,$1.99 ,565,3/13/2018,east
lapis morsel,$1.99 ,544,3/13/2018,west
pink morsel,$3.00 ,505,3/14/2018,north
pink morsel,$3.00 ,544,3/14/2018,south
pink morsel,$3.00 ,504,3/14/2018,east
pink morsel,$3.00 ,592,3/14/2018,west
gold morsel,$9.99 ,540,3/14/2018,north
gold morsel,$9.99 ,566,3/14/2018,south
gold morsel,$9.99 ,530,3/14/2018,east
gold morsel,$9.99 ,533,3/14/2018,west
magenta morsel,$2.50 ,570,3/14/2018,north
magenta morsel,$2.50 ,589,3/14/2018,south
magenta morsel,$2.50 ,532,3/14/2018,east
magenta morsel,$2.50 ,530,3/14/2018,west
chartreuse morsel,$3.00 ,556,3/14/2018,north
chartreuse morsel,$3.00 ,592,3/14/2018,south
chartreuse morsel,$3.00 ,572,3/14/2018,east
chartreuse morsel,$3.00 ,512,3/14/2018,west
periwinkle morsel,$1.25 ,545,3/14/2018,north
periwinkle morsel,$1.25 ,507,3/14/2018,south
periwinkle morsel,$1.25 ,512,3/14/2018,east
periwinkle morsel,$1.25 ,501,3/14/2018,west
vermilion morsel,$4.99 ,559,3/14/2018,north
vermilion morsel,$4.99 ,528,3/14/2018,south
vermilion morsel,$4.99 ,598,3/14/2018,east
vermilion morsel,$4.99 ,507,3/14/2018,west
lapis morsel,$1.99 ,518,3/14/2018,north
lapis morsel,$1.99 ,511,3/14/2018,south
lapis morsel,$1.99 ,539,3/14/2018,east
lapis morsel,$1.99 ,597,3/14/2018,west
pink morsel,$3.00 ,559,3/15/2018,north
pink morsel,$3.00 ,501,3/15/2018,south
pink morsel,$3.00 ,535,3/15/2018,east
pink morsel,$3.00 ,549,3/15/2018,west
gold morsel,$9.99 ,576,3/15/2018,north
gold morsel,$9.99 ,517,3/15/2018,south
gold morsel,$9.99 ,582,3/15/2018,east
gold morsel,$9.99 ,514,3/15/2018,west
magenta morsel,$2.50 ,503,3/15/2018,north
magenta morsel,$2.50 ,600,3/15/2018,south
magenta morsel,$2.50 ,559,3/15/2018,east
magenta morsel,$2.50 ,596,3/15/2018,west
chartreuse morsel,$3.00 ,532,3/15/2018,north
chartreuse morsel,$3.00 ,519,3/15/2018,south
chartreuse morsel,$3.00 ,598,3/15/2018,east
chartreuse morsel,$3.00 ,520,3/15/2018,west
periwinkle morsel,$1.25 ,544,3/15/2018,north
periwinkle morsel,$1.25 ,533,3/15/2018,south
periwinkle morsel,$1.25 ,538,3/15/2018,east
periwinkle morsel,$1.25 ,563,3/15/2018,west
vermilion morsel,$4.99 ,530,3/15/2018,north
vermilion morsel,$4.99 ,549,3/15/2018,south
vermilion morsel,$4.99 ,564,3/15/2018,east
vermilion morsel,$4.99 ,510,3/15/2018,west
lapis morsel,$1.99 ,512,3/15/2018,north
lapis morsel,$1.99 ,581,3/15/2018,south
lapis morsel,$1.99 ,541,3/15/2018,east
lapis morsel,$1.99 ,517,3/15/2018,west
pink morsel,$3.00 ,502,3/16/2018,north
pink morsel,$3.00 ,579,3/16/2018,south
pink morsel,$3.00 ,530,3/16/2018,east
